ID,Moves,Ranks
890,"Tackle,Defense Curl,Rollout,Confuse Ray,Swift,Ancient Power,Self Destruct,Stealth Rock,Take Down,Autotomize,Cosmic Power,Power Gem,Double-Edge,Shell Smash,Explosion,Light Screen,Reflect,Acrobatics","0,0,0,1,1,1,2,2,2,2,2,2,3,3,3,4,4,4"
891,"Defense Curl,Rollout,Stockpile,Spit Up,Swallow,Rapid Spin,Yawn,Slam,Flail,Sucker Punch,Psych Up,Wood Hammer,Thrash,Facade,Substitute,Play Rough","0,0,1,1,1,2,2,2,2,2,2,3,3,4,4,4"
892,"Ember,Tackle,Smog,Protect,Incinerate,Flail,Endure,Iron Defense,Flamethrower,Body Slam,Shell Smash,Dragon Pulse,Shell Trap,Overheat,Explosion,Head Smash,Flame Charge,Wide Guard","0,0,1,1,2,2,2,2,2,2,2,2,3,3,3,4,4,4"
893,"Tackle,Defense Curl,Thunder Shock,Rollout,Charge,Spark,Nuzzle,Magnet Rise,Discharge,Zing Zap,Electric Terrain,Wild Charge,Pin Missile,Spiky Shield,Fell Stinger,Tickle,Disarming Voice,Present","0,0,1,1,1,2,2,2,2,2,2,2,3,3,3,4,4,4"
894,"Scratch,Splash,Astonish,Baby-Doll Eyes,Copycat,Double Team,Play Rough,Shadow Sneak,Mimic,Feint Attack,Charm,Slash,Shadow Claw,Hone Claws,Wood Hammer,Pain Split,Destiny Bond,Curse,Grudge","0,0,0,1,1,1,2,2,2,2,2,2,2,2,3,3,4,4,4"
895,"Water Gun,Astonish,Confusion,Bite,Aqua Jet,Disable,Psywave,Crunch,Aqua Tail,Screech,Psychic Fangs,Synchronoise,Ice Fang,Poison Fang,Waterfall","0,0,1,1,2,2,2,2,2,2,3,3,4,4,4"
896,"Play Nice,Echoed Voice,Twister,Protect,Glare,Light Screen,Dragon Rage,Natural Gift,Dragon Breath,Safeguard,Extrasensory,Dragon Pulse,Fly,Hyper Voice,Outrage,Rain Dance,Play Rough,Hurricane","0,1,1,1,2,2,2,2,2,2,2,2,2,3,3,4,4,4"
897,"Growth,Absorb,Mega Drain,Rapid Spin,Astonish,Switcheroo,Wrap,Gyro Ball,Metal Sound,Giga Drain,Whirlpool,Anchor Shot,Shadow Ball,Slam,Energy Ball,Heavy Slam,Shadow Force,Power Whip,Surf,Grass Knot,Brutal Swing","0,0,1,1,1,2,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
898,"Tackle,Leer,Bide,Protect,Dragon Tail,Scary Face,Headbutt,Work Up,Screech,Iron Defense,Dragon Claw,Noble Roar,Dragon Dance,Outrage,Counter,Reversal,Dragon Breath","0,0,1,1,2,2,2,2,2,2,2,2,3,3,4,4,4"
899,"Tackle,Leer,Bide,Protect,Sky Uppercut,Dragon Tail,Scary Face,Headbutt,Work Up,Screech,Iron Defense,Dragon Claw,Noble Roar,Autotomize,Dragon Dance,Outrage,Counter,Reversal,Dragon Breath","0,0,1,1,2,2,2,2,2,2,2,2,2,3,3,3,4,4,4"
900,"Tackle,Leer,Bide,Protect,Sky Uppercut,Iron Defense,Dragon Tail,Noble Roar,Headbutt,Scary Face,Screech,Work Up,Dragon Claw,Belly Drum,Clanging Scales,Autotomize,Dragon Dance,Outrage,Focus Blast,Flash Cannon,Draco Meteor","0,0,1,1,2,2,2,2,2,2,2,2,2,3,3,3,3,3,4,4,4"
901,"Electric Terrain,Brave Bird,Power Swap,Mean Look,Quick Attack,False Swipe,Withdraw,Thunder Shock,Spark,Shock Wave,Screech,Charge,Wild Charge,Mirror Move,Nature's Madness,Discharge,Agility,Electro Ball,Iron Defense,Sky Attack,Telekinesis,Defog","5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5"
902,"Psychic Terrain,Aromatic Mist,Aromatherapy,Mean Look,Draining Kiss,Astonish,Withdraw,Confusion,Psywave,Skill Swap,Sweet Scent,Psyshock,Tickle,Nature's Madness,Extrasensory,Flatter,Moonblast,Magic Room,Iron Defense,Wonder Room,Telekinesis","5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5"
903,"Grassy Terrain,Wood Hammer,Superpower,Mean Look,Disable,Whirlwind,Withdraw,Leafage,Horn Attack,Giga Drain,Scary Face,Leech Seed,Horn Leech,Rototiller,Nature's Madness,Zen Headbutt,Megahorn,Skull Bash,Iron Defense,Dual Chop,Focus Punch,Worry Seed","5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5"
904,"Misty Terrain,Moonblast,Heal Pulse,Mean Look,Haze,Mist,Withdraw,Water Gun,Water Pulse,Whirlpool,Soak,Refresh,Brine,Defog,Nature's Madness,Muddy Water,Aqua Ring,Hydro Pump,Iron Defense,Icy Wind,Wonder Room,Knock Off","5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5"
905,"Splash,Teleport","0,0"
906,"Splash,Teleport,Cosmic Power","0,0,2"
907,"Sunsteel Strike,Cosmic Power,Wake-Up Slap,Teleport,Metal Claw,Iron Head,Iron Head,Zen Headbutt,Flash Cannon,Morning Sun,Crunch,Metal Burst,Solar Beam,Noble Roar,Flare Blitz,Wide Guard,Giga Impact,Sunny Day,Light Screen,Outrage,Flame Charge,Dazzling Gleam","5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5"
908,"Moongeist Beam,Cosmic Power,Hypnosis,Teleport,Confusion,Night Shade,Confuse Ray,Air Slash,Shadow Ball,Moonlight,Night Daze,Magic Coat,Moonblast,Dream Eater,Phantom Force,Wide Guard,Hyper Beam,Tailwind,Icy Wind,Spite,Heat Wave,Reflect","5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5"
909,"Power Split,Guard Split,Tickle,Acid,Constrict,Pound,Clear Smog,Psywave,Headbutt,Venoshock,Toxic Spikes,Safeguard,Power Gem,Mirror Coat,Acid Spray,Venom Drench,Stealth Rock,Wonder Room,Head Smash,Pain Split,Role Play,Gunk Shot","5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5"
910,"Fell Stinger,Thunder Punch,Ice Punch,Power-Up Punch,Reversal,Focus Energy,Comet Punch,Harden,Bulk Up,Vital Throw,Endure,Leech Life,Taunt,Mega Punch,Counter,Hammer Arm,Lunge,Dynamic Punch,Superpower,Focus Punch,Drain Punch,Outrage,Stomping Tantrum","5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5"
911,"Quiver Dance,Quick Guard,Low Kick,Rapid Spin,Leer,Double Kick,Swift,Stomp,Feint,Silver Wind,Bounce,Jump Kick,Agility,Triple Kick,Lunge,Bug Buzz,Me First,High Jump Kick,Speed Swap,Throat Chop,Shock Wave,Outrage","5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5"
912,"Tail Glow,Spark,Charge,Wrap,Thunder Shock,Thunder Wave,Shock Wave,Ingrain,Thunder Punch,Eerie Impulse,Signal Beam,Thunderbolt,Hypnosis,Discharge,Electric Terrain,Power Whip,Ion Deluge,Zap Cannon,Magnet Rise,Brutal Swing,Electroweb","5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5"
913,"Wide Guard,Air Slash,Ingrain,Absorb,Harden,Tackle,Smack Down,Mega Drain,Leech Seed,Metal Sound,Iron Head,Giga Drain,Flash Cannon,Autotomize,Seed Bomb,Skull Bash,Iron Defense,Heavy Slam,Double-Edge,Flame Charge,Magnet Rise,Fly","5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5"
914,"Sacred Sword,Defog,Vacuum Wave,Air Cutter,Fury Cutter,Cut,False Swipe,Razor Leaf,Synthesis,Aerial Ace,Laser Focus,Night Slash,Swords Dance,Leaf Blade,X-Scissor,Detect,Air Slash,Psycho Cut,Guillotine,Iron Defense,Knock Off,Tailwind","5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5"
915,"Belch,Wide Guard,Swallow,Stockpile,Dragon Rage,Bite,Stomp,Brutal Swing,Steamroller,Dragon Tail,Iron Tail,Stomping Tantrum,Crunch,Hammer Arm,Thrash,Gastro Acid,Heavy Slam,Wring Out,Dragon Rush,Outrage,Heat Wave,Draco Meteor","5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5"
916,"Moonlight,Morning Sun,Charge Beam,Mirror Shot,Metal Claw,Confusion,Slash,Stored Power,Rock Blast,Night Slash,Gravity,Psycho Cut,Power Gem,Autotomize,Photon Geyser (Special),Stealth Rock,Iron Defense,Wring Out,Prismatic Laser,Outrage,Shadow Claw,Magnet Rise","5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5"
917,"Moonlight,Morning Sun,Charge Beam,Mirror Shot,Metal Claw,Confusion,Slash,Stored Power,Rock Blast,Night Slash,Gravity,Psycho Cut,Power Gem,Autotomize,Photon Geyser (Special),Stealth Rock,Iron Defense,Wring Out,Prismatic Laser,Outrage,Shadow Claw,Magnet Rise,Sunsteel Strike","5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5"
918,"Moonlight,Morning Sun,Charge Beam,Mirror Shot,Metal Claw,Confusion,Slash,Stored Power,Rock Blast,Night Slash,Gravity,Psycho Cut,Power Gem,Autotomize,Photon Geyser (Special),Stealth Rock,Iron Defense,Wring Out,Prismatic Laser,Outrage,Shadow Claw,Magnet Rise,Moongeist Beam","5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5"
919,"Moonlight,Morning Sun,Charge Beam,Mirror Shot,Metal Claw,Confusion,Slash,Stored Power,Rock Blast,Night Slash,Gravity,Psycho Cut,Power Gem,Autotomize,Photon Geyser (Special),Stealth Rock,Iron Defense,Wring Out,Prismatic Laser,Outrage,Dragon Pulse,Sunsteel Strike,Moongeist Beam","5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5"
920,"Crafty Shield,Gear Up,Shift Gear,Iron Head,Helping Hand,Sonic Boom,Defense Curl,Psybeam,Lucky Chant,Aurora Beam,Mirror Shot,Mind Reader,Flash Cannon,Fleur Cannon,Iron Defense,Pain Split,Synchronoise,Aura Sphere,Heart Swap,Trump Card,Heal Bell,Magnet Rise,Dazzling Gleam","5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5"
921,"Laser Focus,Assurance,Fire Punch,Ice Punch,Thunder Punch,Drain Punch,Counter,Pursuit,Shadow Sneak,Force Palm,Feint,Rolling Kick,Copycat,Shadow Punch,Role Play,Jump Kick,Psych Up,Spectral Thief,Close Combat,Sucker Punch,Endeavor,Throat Chop,Poison Jab,Superpower","5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5"
922,"Dragon Pulse,Peck,Growl,Helping Hand,Acid,Fury Attack,Venoshock,Charm,Venom Drench,Nasty Plot,Poison Jab,Toxic,Fell Stinger,Gastro Acid,Iron Tail,Signal Beam","5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5"
923,"Air Cutter,Dragon Pulse,Peck,Growl,Helping Hand,Acid,Fury Attack,Venoshock,Charm,Venom Drench,Nasty Plot,Poison Jab,Toxic,Fell Stinger,Air Slash,Draco Meteor,Gunk Shot,Tailwind,Sky Attack","5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5"
924,"Protect,Tackle,Rock Slide,Stealth Rock,Bide,Take Down,Rock Throw,Autotomize,Iron Defense,Iron Head,Rock Blast,Wide Guard,Double-Edge,Magnet Rise,Zen Headbutt,Trick Room","5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5"
925,"Ember,Astonish,Magic Coat,Stored Power,Flame Burst,Night Shade,Light Screen,Calm Mind,Fire Blast,Shadow Ball,Trick,Mind Blown,Explosion,Spite,Heat Wave","5,5,5,5,5,5,5,5,5,5,5,5,5,5,5"
926,"Scratch,Spark,Hone Claws,Quick Attack,Fury Swipes,Volt Switch,Snarl,Fake Out,Charge,Thunder Punch,Slash,Wild Charge,Quick Guard,Plasma Fists,Close Combat,Discharge,Fire Punch,Drain Punch,Dual Chop","5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5"
927,"Thunder Shock,Harden,Tail Whip,Headbutt,Thunder Wave,Acid Armor,Flash Cannon,Protect,Gyro Ball,Steel Beam","0,0,1,1,2,2,3,4,4,4"
928,"Thunder Punch,Thunder Shock,Harden,Tail Whip,Headbutt,Thunder Wave,Acid Armor,Flash Cannon,Mega Punch,Protect,Discharge,Dynamic Punch,Superpower,Double Iron Bash,Hyper Beam,High Horsepower,Giga Impact,Self Destruct","0,0,1,1,2,2,2,2,2,3,3,3,3,3,3,4,4,4"
929,"Scratch,Growl,Branch Poke,Taunt,Razor Leaf,Screech,Knock Off,Slam,Uproar,Wood Hammer,Endeavor,Grass Pledge,Fake Out,Leech Seed","0,0,1,1,2,2,2,2,3,3,3,4,4,4"
930,"Double Hit,Scratch,Growl,Branch Poke,Taunt,Razor Leaf,Screech,Knock Off,Slam,Uproar,Wood Hammer,Endeavor,Fake Out,Acrobatics,Leech Seed","0,0,0,1,2,2,2,2,2,3,3,3,4,4,4"
931,"Drum Beating,Double Hit,Grassy Terrain,Noble Roar,Scratch,Growl,Branch Poke,Taunt,Razor Leaf,Screech,Knock Off,Slam,Uproar,Wood Hammer,Endeavor,Boomburst,Growth,Nature Power,Frenzy Plant","0,0,1,1,2,2,2,2,2,2,3,3,3,3,3,3,4,4,4"
932,"Tackle,Growl,Ember,Quick Attack,Double Kick,Flame Charge,Agility,Headbutt,Counter,Bounce,Double-Edge,Fire Pledge,Sand Attack,Super Fang","0,0,1,1,2,2,2,2,2,3,3,4,4,4"
933,"Tackle,Growl,Ember,Quick Attack,Double Kick,Flame Charge,Agility,Headbutt,Counter,Bounce,Double-Edge,Work Up,High Jump Kick,Sucker Punch","0,0,1,1,2,2,2,2,2,3,3,4,4,4"
934,"Pyro Ball,Feint,Tackle,Growl,Ember,Quick Attack,Double Kick,Flame Charge,Agility,Headbutt,Counter,Bounce,Double-Edge,Court Change,High Jump Kick,Mega Kick,Blast Burn","0,0,1,1,2,2,2,2,2,3,3,3,3,3,4,4,4"
935,"Pound,Growl,Water Gun,Bind,Water Pulse,Tearful Look,Sucker Punch,U-Turn,Liquidation,Soak,Rain Dance,Double Team,Mist,Water Pledge","0,0,1,1,2,2,2,2,3,3,3,4,4,4"
936,"Pound,Growl,Water Gun,Bind,Water Pulse,Tearful Look,Sucker Punch,U-Turn,Liquidation,Soak,Rain Dance,Double Team,Haze,Aqua Jet","0,0,1,1,2,2,2,2,3,3,3,4,4,4"
937,"Snipe Shot,Acrobatics,Pound,Growl,Water Gun,Bind,Water Pulse,Tearful Look,Sucker Punch,U-Turn,Liquidation,Soak,Rain Dance,Hydro Pump,Ice Shard,Fell Stinger,Hydro Cannon","0,0,1,1,2,2,2,2,2,3,3,3,3,3,4,4,4"
938,"Tackle,Tail Whip,Bite,Stuff Cheeks,Stockpile,Swallow,Spit Up,Body Slam,Rest,Counter,Bullet Seed,Super Fang,Belch,Defense Curl,Rollout,Crunch","0,0,1,1,2,2,2,2,2,2,2,3,3,4,4,4"
939,"Covet,Tackle,Tail Whip,Bite,Stuff Cheeks,Stockpile,Swallow,Spit Up,Body Slam,Rest,Counter,Bullet Seed,Super Fang,Belch,Last Resort,Belly Drum,Crunch","0,0,1,1,2,2,2,2,2,3,3,3,3,3,4,4,4"
940,"Peck,Leer,Power Trip,Hone Claws,Fury Attack,Pluck,Taunt,Scary Face,Drill Peck,Swagger,Brave Bird,Spite,Defog,Sand Attack","0,0,1,1,2,2,2,2,3,3,3,4,4,4"
941,"Peck,Leer,Power Trip,Hone Claws,Fury Attack,Pluck,Taunt,Scary Face,Drill Peck,Swagger,Brave Bird,Roost,Tailwind,Rock Smash","0,1,1,1,2,2,2,2,3,3,3,4,4,4"
942,"Peck,Leer,Steel Wing,Iron Defense,Metal Sound,Power Trip,Hone Claws,Fury Attack,Pluck,Taunt,Scary Face,Drill Peck,Swagger,Brave Bird,Roost,Sky Attack,Steel Beam","1,1,2,2,2,2,2,2,2,3,3,3,3,3,4,4,4"
943,"Struggle Bug,Sticky Web,Supersonic,Infestation","0,4,4,4"
944,"Struggle Bug,Confusion,Light Screen,Reflect,Sticky Web,Supersonic,Infestation","0,1,2,2,4,4,4"
945,"Struggle Bug,Confusion,Light Screen,Reflect,Confuse Ray,Magic Coat,Agility,Psybeam,Hypnosis,Ally Switch,Bug Buzz,Mirror Coat,Psychic,After You,Calm Mind,Psychic Terrain,Infestation,Recover,Imprison","0,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
946,"Quick Attack,Tail Whip,Beat Up,Hone Claws,Snarl,Assurance,Nasty Plot,Sucker Punch,Night Slash,Tail Slap,Foul Play,Play Rough,Knock Off,Fake Tears","0,0,1,1,2,2,2,2,3,3,3,4,4,4"
947,"Thief,Quick Attack,Hone Claws,Tail Whip,Beat Up,Snarl,Assurance,Nasty Plot,Sucker Punch,Night Slash,Tail Slap,Foul Play,Parting Shot,Quick Guard,Dark Pulse,Acrobatics","1,1,1,2,2,2,2,2,2,3,3,3,3,4,4,4"
948,"Leafage,Sing,Rapid Spin,Sweet Scent,Razor Leaf,Round,Leaf Tornado,Synthesis,Hyper Voice,Aromatherapy,Leaf Storm,Growth,Leech Seed,Poison Powder","0,0,1,1,2,2,2,2,3,3,3,4,4,4"
949,"Leafage,Cotton Spore,Sing,Rapid Spin,Sweet Scent,Razor Leaf,Round,Leaf Tornado,Synthesis,Hyper Voice,Aromatherapy,Leaf Storm,Cotton Guard,Grassy Terrain,Charm,Leech Seed","0,1,1,1,2,2,2,3,3,3,3,3,3,4,4,4"
950,"Tackle,Growl,Defense Curl,Copycat,Guard Split,Double Kick,Headbutt,Take Down,Guard Swap,Reversal,Cotton Guard,Double-Edge,Substitute,Rest,Sleep Talk","0,0,1,1,2,2,2,2,3,3,3,3,4,4,4"
951,"Tackle,Growl,Defense Curl,Copycat,Guard Split,Double Kick,Headbutt,Take Down,Guard Swap,Reversal,Cotton Guard,Double-Edge,Last Resort,Bounce,Agility,Protect","0,1,1,2,2,2,2,2,3,3,3,3,3,4,4,4"
952,"Tackle,Water Gun,Bite,Protect,Headbutt,Counter,Jaw Lock,Liquidation,Body Slam,Ice Fang,Gastro Acid,Dragon Tail","0,0,1,1,2,2,2,3,3,4,4,4"
953,"Tackle,Water Gun,Razor Shell,Rock Tomb,Rock Polish,Bite,Protect,Headbutt,Counter,Jaw Lock,Liquidation,Body Slam,Head Smash,Dive,Dragon Tail,Skull Bash","0,1,1,2,2,2,2,2,2,3,3,3,3,4,4,4"
954,"Tackle,Tail Whip,Nuzzle,Bite,Roar,Spark,Charm,Crunch,Charge,Wild Charge,Play Rough,Sand Attack,Flame Charge,Howl","0,0,1,1,2,2,2,2,2,3,3,4,4,4"
955,"Electrify,Tackle,Tail Whip,Nuzzle,Bite,Roar,Spark,Charm,Crunch,Charge,Wild Charge,Play Rough,Electric Terrain,Psychic Fangs,Dig,Thunder Fang","0,0,1,1,2,2,2,2,2,3,3,3,4,4,4,4"
956,"Tackle,Smokescreen,Rapid Spin,Smack Down,Rock Polish,Ancient Power,Incinerate,Stealth Rock,Heat Crash,Rock Blast,Endure,Spikes,Substitute","0,0,1,1,2,2,2,3,3,3,4,4,4"
957,"Tackle,Smokescreen,Flame Charge,Rapid Spin,Smack Down,Rock Polish,Ancient Power,Incinerate,Stealth Rock,Heat Crash,Rock Blast,Burn Up,High Horsepower,Scald,Iron Defense","0,0,1,1,2,2,2,2,2,3,3,3,4,4,4"
958,"Tackle,Smokescreen,Flame Charge,Tar Shot,Rapid Spin,Smack Down,Rock Polish,Ancient Power,Incinerate,Stealth Rock,Heat Crash,Rock Blast,Burn Up,Overheat,Bulldoze,Heavy Slam","0,1,1,2,2,2,2,2,3,3,3,3,3,4,4,4"
959,"Withdraw,Astonish,Defense Curl,Rollout,Recycle","0,0,4,4,4"
960,"Withdraw,Astonish,Wing Attack,Recycle,Growth,Twister,Acid Spray,Acrobatics,Leech Seed,Protect,Dragon Breath,Dragon Dance,Dragon Pulse,Grav Apple,Iron Defense,Fly,Dragon Rush,Sucker Punch,Outrage,Draco Meteor","0,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,4,4,4"
961,"Withdraw,Astonish,Headbutt,Recycle,Growth,Sweet Scent,Curse,Stomp,Leech Seed,Protect,Bullet Seed,Recover,Apple Acid,Body Slam,Iron Defense,Dragon Pulse,Energy Ball,Giga Drain,Solar Beam,Draco Meteor","0,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,4,4,4"
962,"Wrap,Sand Attack,Minimize,Brutal Swing,Bulldoze,Slam,Glare,Dig,Sandstorm,Headbutt,Coil,Sand Tomb,Mud Slap,Poison Tail,Last Resort","0,1,1,2,2,2,2,2,2,3,3,3,4,4,4"
963,"Skull Bash,Wrap,Sand Attack,Minimize,Brutal Swing,Bulldoze,Headbutt,Glare,Dig,Sandstorm,Slam,Coil,Sand Tomb,Hurricane,Dragon Rush,Giga Impact","1,1,1,2,2,2,2,3,3,3,3,3,3,4,4,4"
964,"Belch,Peck,Stockpile,Swallow,Spit Up,Water Gun,Fury Attack,Pluck,Dive,Drill Peck,Amnesia,Thrash,Hydro Pump,Roost,Aqua Ring,Feather Dance","0,1,1,1,2,2,2,2,3,3,3,3,3,4,4,4"
965,"Peck,Aqua Jet,Fury Attack,Bite,Agility,Dive,Laser Focus,Crunch,Liquidation,Double-Edge,Slash,Drill Run,Ice Fang","0,0,1,1,2,2,2,2,3,3,4,4,4"
966,"Peck,Aqua Jet,Throat Chop,Fury Attack,Bite,Agility,Dive,Laser Focus,Crunch,Liquidation,Double-Edge,Night Slash,Poison Jab,Giga Impact","0,1,2,2,2,2,2,2,3,3,3,4,4,4"
967,"Nuzzle,Tearful Look,Growl,Flail,Acid,Belch,Encore,Rest,Round","0,0,0,1,1,2,4,4,4"
968,"Nuzzle,Growl,Spark,Eerie Impulse,Flail,Tearful Look,Thunder Shock,Acid,Leer,Acid Spray,Charge,Noble Roar,Scary Face,Shock Wave,Venoshock,Taunt,Belch,Screech,Swagger,Toxic,Discharge,Poison Jab,Overdrive,Boomburst,Shift Gear,Power-Up Punch,Metal Sound,Round","0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,4,4,4"
969,"Nuzzle,Growl,Spark,Eerie Impulse,Flail,Tearful Look,Thunder Shock,Acid,Leer,Acid Spray,Charge,Noble Roar,Scary Face,Shock Wave,Venoshock,Taunt,Belch,Screech,Swagger,Toxic,Discharge,Poison Jab,Overdrive,Boomburst,Shift Gear,Power-Up Punch,Metal Sound,Round","0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,4,4,4"
970,"Ember,Smokescreen,Wrap,Bite,Flame Wheel,Bug Bite,Coil,Slam,Fire Spin,Crunch,Fire Lash,Lunge,Burn Up,Knock Off,Struggle Bug,Venoshock","0,0,1,1,2,2,2,2,2,3,3,3,4,4,4,4"
971,"Ember,Smokescreen,Wrap,Bite,Flame Wheel,Bug Bite,Coil,Slam,Fire Spin,Crunch,Fire Lash,Lunge,Burn Up,Fire Fang,Scald,Thunder Fang","0,0,1,1,2,2,2,2,2,2,3,3,3,4,4,4"
972,"Rock Smash,Leer,Feint,Bind,Detect,Brick Break,Bulk Up,Submission,Taunt,Reversal,Superpower,Soak,Circle Throw,Seismic Toss","0,0,1,1,2,2,2,2,2,3,3,4,4,4"
973,"Rock Smash,Leer,Feint,Bind,Detect,Brick Break,Bulk Up,Submission,Taunt,Octolock,Octazooka,Reversal,Superpower,Topsy-Turvy,Close Combat,Liquidation,Brutal Swing","0,0,1,1,2,2,2,2,2,2,2,3,3,3,4,4,4"
974,"Astonish,Withdraw,Aromatic Mist,Mega Drain,Protect,Sucker Punch,Aromatherapy,Giga Drain,Shadow Ball,Nasty Plot,Memento,Shell Smash,Substitute,Foul Play,Trick","0,0,1,1,2,2,2,2,2,3,3,3,4,4,4"
975,"Teatime,Withdraw,Astonish,Mega Drain,Aromatic Mist,Sucker Punch,Protect,Giga Drain,Shadow Ball,Nasty Plot,Shell Smash,Memento,Strength Sap,Poltergeist,Stored Power,Self Destruct","0,0,0,1,1,2,2,2,2,3,3,3,3,4,4,4"
976,"Confusion,Play Nice,Life Dew,Disarming Voice,Aromatherapy,Psybeam,Heal Pulse,Dazzling Gleam,Calm Mind,Psychic,Healing Wish,Nuzzle,After You,Aromatic Mist","0,0,1,1,2,2,2,2,2,3,3,4,4,4"
977,"Confusion,Play Nice,Life Dew,Disarming Voice,Aromatherapy,Psybeam,Heal Pulse,Dazzling Gleam,Calm Mind,Brutal Swing,Healing Wish,Psychic,Nuzzle,Endure,Quash","0,0,1,1,2,2,2,2,2,2,2,3,4,4,4"
978,"Confusion,Play Nice,Life Dew,Disarming Voice,Aromatherapy,Psybeam,Heal Pulse,Dazzling Gleam,Calm Mind,Brutal Swing,Psycho Cut,Psychic,Healing Wish,Magic Powder,Dark Pulse,Mystical Fire,Light Screen","0,0,1,1,2,2,2,2,2,3,3,3,3,3,4,4,4"
979,"Fake Out,Confide,Bite,Flatter,Fake Tears,Assurance,Swagger,Sucker Punch,Torment,Dark Pulse,Nasty Plot,Play Rough,Foul Play,Leech Life,Taunt,Trick","0,0,1,1,2,2,2,2,2,2,3,3,3,4,4,4"
980,"Fake Out,Confide,Bite,Flatter,Fake Tears,Assurance,Swagger,Sucker Punch,Torment,False Surrender,Dark Pulse,Nasty Plot,Foul Play,Play Rough,Leech Life,Metronome,Trick","0,0,1,1,2,2,2,2,2,2,2,3,3,3,4,4,4"
981,"Fake Out,Confide,Bite,Flatter,Fake Tears,Assurance,Swagger,Sucker Punch,Torment,Spirit Break,Power-Up Punch,Bulk Up,Dark Pulse,False Surrender,Foul Play,Nasty Plot,Play Rough,Hammer Arm,Draining Kiss,Protect,Reflect","0,0,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
982,"Tackle,Leer,Sand Attack,Lick,Take Down,Taunt,Submission,Snarl,Baby-Doll Eyes,Obstruct,Headbutt,Pin Missile,Switcheroo,Fury Swipes,Hone Claws,Night Slash,Counter,Rest,Double-Edge,Scary Face,Cross Chop,Gunk Shot,Iron Defense,Hyper Voice","0,0,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,4,4,4"
983,"Fake Out,Growl,Scratch,Hone Claws,Pay Day,Metal Claw,Iron Head,Iron Defense,Taunt,Swagger,Fury Swipes,Screech,Slash,Metal Sound,Thrash,Metal Burst,Swords Dance,Double-Edge,Throat Chop","0,0,1,1,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
984,"Tackle,Harden,Astonish,Disable,Spite,Ancient Power,Hex,Curse,Strength Sap,Power Gem,Night Shade,Grudge,Mirror Coat,Perish Song,Liquidation,Iron Defense,Destiny Bond","0,0,1,1,2,2,2,2,2,3,3,3,3,3,4,4,4"
985,"Peck,Sand Attack,Leer,Fury Cutter,Rock Smash,Brutal Swing,Detect,Knock Off,Defog,Brick Break,Slam,Swords Dance,First Impression,Iron Defense,Leaf Blade,Final Gambit,Brave Bird,Meteor Assault,Simple Beam,Endure,Focus Energy","0,0,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,4,4,4,4"
